time,temperature_2m,relative_humidity_2m,wind_speed_10m,precipitation,cape,convective_inhibition,location,latitude,longitude,elevation_m,IWV_mm,CTT_K
2025-06-17T00:00,18.6,78,62.0,62.12,2260.4,-21.3,Kullu Valley,31.9579,77.1095,1279,55.03,220.27
2025-06-17T01:00,19.0,84,68.7,39.61,2176.2,-21.3,Kullu Valley,31.9579,77.1095,1279,55.52,209.03
2025-06-17T02:00,17.0,80,18.7,0.0,993.3,-66.6,Kullu Valley,31.9579,77.1095,1279,34.81,258.37
2025-06-17T03:00,19.5,80,66.1,16.9,2176.2,-39.1,Kullu Valley,31.9579,77.1095,1279,46.54,202.12
2025-06-17T04:00,15.9,83,24.9,0.0,503.3,-63.6,Kullu Valley,31.9579,77.1095,1279,35.03,249.24
2025-06-17T05:00,19.4,82,22.1,0.0,883.3,-77.5,Kullu Valley,31.9579,77.1095,1279,35.37,251.74
2025-06-17T06:00,19.3,81,44.6,60.16,2370.3,-22.5,Kullu Valley,31.9579,77.1095,1279,66.28,224.49
2025-06-17T07:00,17.2,83,18.6,0.0,1315.0,-84.2,Kullu Valley,31.9579,77.1095,1279,35.25,271.9
2025-06-17T08:00,23.3,80,6.4,0.75,246.0,-42.7,Kullu Valley,31.9579,77.1095,1279,35.62,276.24
2025-06-17T09:00,20.9,77,68.3,50.92,4158.0,-8.7,Kullu Valley,31.9579,77.1095,1279,76.53,209.75
2025-06-17T10:00,20.9,77,25.0,0.0,820.7,-30.4,Kullu Valley,31.9579,77.1095,1279,34.8,273.58
2025-06-17T11:00,21.1,71,27.0,0.0,994.6,-118.9,Kullu Valley,31.9579,77.1095,1279,33.87,276.26
2025-06-17T12:00,23.2,73,25.0,0.0,1357.4,-41.2,Kullu Valley,31.9579,77.1095,1279,34.61,245.64
2025-06-17T13:00,23.9,73,83.6,95.97,4344.3,-10.2,Kullu Valley,31.9579,77.1095,1279,61.81,204.55
2025-06-17T14:00,24.5,65,83.9,31.76,3109.0,-38.1,Kullu Valley,31.9579,77.1095,1279,43.65,206.46
2025-06-17T15:00,24.1,75,6.6,0.0,904.8,-82.9,Kullu Valley,31.9579,77.1095,1279,34.96,271.57
2025-06-17T16:00,25.1,68,20.3,0.52,1136.2,-60.7,Kullu Valley,31.9579,77.1095,1279,33.99,254.72
2025-06-17T17:00,23.6,72,64.1,24.84,3323.7,-43.8,Kullu Valley,31.9579,77.1095,1279,48.8,230.13
2025-06-17T18:00,21.2,78,18.1,0.0,466.4,-68.0,Kullu Valley,31.9579,77.1095,1279,34.96,272.07
2025-06-17T19:00,22.6,78,57.0,32.18,2501.6,-38.2,Kullu Valley,31.9579,77.1095,1279,46.09,219.84
2025-06-17T20:00,19.1,76,62.2,28.73,3087.3,-18.3,Kullu Valley,31.9579,77.1095,1279,51.8,220.6
2025-06-17T21:00,21.4,77,71.2,12.7,2895.5,-24.9,Kullu Valley,31.9579,77.1095,1279,52.43,222.23
2025-06-17T22:00,18.9,84,17.2,1.4,1309.7,-150.9,Kullu Valley,31.9579,77.1095,1279,35.52,257.78
2025-06-17T23:00,19.4,84,11.3,0.0,688.8,-99.0,Kullu Valley,31.9579,77.1095,1279,35.68,272.75
2025-06-18T00:00,20.1,80,27.7,0.0,1048.9,-87.1,Kullu Valley,31.9579,77.1095,1279,35.23,265.46
2025-06-18T01:00,16.8,81,15.5,0.0,1071.9,-118.2,Kullu Valley,31.9579,77.1095,1279,34.84,270.07
2025-06-18T02:00,18.9,76,25.4,0.0,239.9,-53.7,Kullu Valley,31.9579,77.1095,1279,34.47,250.41
2025-06-18T03:00,17.0,86,15.8,0.0,343.7,-118.0,Kullu Valley,31.9579,77.1095,1279,35.55,245.21
2025-06-18T04:00,19.7,84,19.8,0.0,1350.1,-154.2,Kullu Valley,31.9579,77.1095,1279,35.76,260.47
2025-06-18T05:00,17.5,89,10.5,0.0,732.9,-29.0,Kullu Valley,31.9579,77.1095,1279,36.06,272.85
2025-06-18T06:00,17.5,84,20.3,0.0,872.9,-134.5,Kullu Valley,31.9579,77.1095,1279,35.45,269.22
2025-06-18T07:00,20.1,87,21.8,0.0,682.4,-154.0,Kullu Valley,31.9579,77.1095,1279,36.15,279.84
2025-06-18T08:00,19.6,77,25.3,0.0,697.7,-139.9,Kullu Valley,31.9579,77.1095,1279,34.64,270.27
2025-06-18T09:00,20.0,83,10.6,0.7,337.8,-26.7,Kullu Valley,31.9579,77.1095,1279,35.52,264.85
2025-06-18T10:00,21.3,74,15.4,0.0,412.2,-34.3,Kullu Valley,31.9579,77.1095,1279,34.44,270.81
2025-06-18T11:00,22.7,78,23.8,0.0,912.3,-92.5,Kullu Valley,31.9579,77.1095,1279,35.15,271.02
2025-06-18T12:00,25.1,67,21.2,1.49,655.2,-128.0,Kullu Valley,31.9579,77.1095,1279,33.91,263.13
2025-06-18T13:00,21.7,73,13.5,0.0,425.5,-56.6,Kullu Valley,31.9579,77.1095,1279,34.31,271.3
2025-06-18T14:00,24.4,63,73.7,31.14,3355.0,-44.8,Kullu Valley,31.9579,77.1095,1279,46.11,215.99
2025-06-18T15:00,25.2,70,26.0,1.13,1014.2,-153.6,Kullu Valley,31.9579,77.1095,1279,34.34,262.89
2025-06-18T16:00,24.6,73,25.2,0.0,435.5,-96.7,Kullu Valley,31.9579,77.1095,1279,34.72,260.86
2025-06-18T17:00,25.6,70,13.9,0.0,1102.2,-33.3,Kullu Valley,31.9579,77.1095,1279,34.38,256.23
2025-06-18T18:00,23.4,69,15.8,0.0,1232.7,-82.7,Kullu Valley,31.9579,77.1095,1279,33.93,277.1
2025-06-18T19:00,22.5,78,74.8,21.47,3116.6,-24.1,Kullu Valley,31.9579,77.1095,1279,50.87,234.36
2025-06-18T20:00,22.6,76,48.2,32.09,2448.9,-43.6,Kullu Valley,31.9579,77.1095,1279,44.6,234.55
2025-06-18T21:00,21.1,76,6.8,0.0,1326.3,-64.4,Kullu Valley,31.9579,77.1095,1279,34.71,267.9
2025-06-18T22:00,19.6,80,25.0,0.0,834.4,-149.9,Kullu Valley,31.9579,77.1095,1279,35.09,260.01
2025-06-18T23:00,19.9,92,24.5,0.0,1351.8,-66.1,Kullu Valley,31.9579,77.1095,1279,36.88,276.01
2025-06-19T00:00,17.7,88,6.6,0.0,287.2,-137.1,Kullu Valley,31.9579,77.1095,1279,35.94,251.11
2025-06-19T01:00,17.2,89,6.4,0.5,1225.9,-156.4,Kullu Valley,31.9579,77.1095,1279,36.04,260.38
2025-06-19T02:00,17.0,87,22.4,0.0,571.1,-90.3,Kullu Valley,31.9579,77.1095,1279,35.68,256.85
2025-06-19T03:00,19.1,86,17.8,0.0,852.3,-53.4,Kullu Valley,31.9579,77.1095,1279,35.85,274.79
2025-06-19T04:00,13.8,75,21.7,0.0,629.3,-138.2,Kullu Valley,31.9579,77.1095,1279,33.58,260.87
2025-06-19T05:00,18.4,81,11.4,0.0,1379.9,-133.2,Kullu Valley,31.9579,77.1095,1279,35.13,250.6
2025-06-19T06:00,18.6,81,23.6,0.0,1108.4,-124.9,Kullu Valley,31.9579,77.1095,1279,35.1,262.85
2025-06-19T07:00,17.2,74,18.3,0.0,877.3,-153.3,Kullu Valley,31.9579,77.1095,1279,33.88,272.75
2025-06-19T08:00,20.5,75,24.9,0.0,714.0,-66.4,Kullu Valley,31.9579,77.1095,1279,34.49,279.2
2025-06-19T09:00,21.6,70,14.3,0.13,698.1,-40.9,Kullu Valley,31.9579,77.1095,1279,33.87,278.52
2025-06-19T10:00,22.6,76,19.4,0.0,228.8,-127.0,Kullu Valley,31.9579,77.1095,1279,34.91,265.33
2025-06-19T11:00,19.6,78,18.0,0.0,289.2,-60.4,Kullu Valley,31.9579,77.1095,1279,34.75,266.96
2025-06-19T12:00,25.1,77,24.5,0.0,527.6,-54.2,Kullu Valley,31.9579,77.1095,1279,35.46,249.8
2025-06-19T13:00,23.1,74,20.2,0.0,412.7,-142.2,Kullu Valley,31.9579,77.1095,1279,34.62,271.0
2025-06-19T14:00,25.2,67,24.5,0.21,1375.3,-131.6,Kullu Valley,31.9579,77.1095,1279,33.95,255.56
2025-06-19T15:00,25.4,63,11.2,3.26,423.1,-35.5,Kullu Valley,31.9579,77.1095,1279,33.34,270.3
2025-06-19T16:00,23.3,64,78.5,15.55,2879.3,-39.3,Kullu Valley,31.9579,77.1095,1279,58.04,220.99
2025-06-19T17:00,24.8,67,18.3,0.0,821.6,-51.7,Kullu Valley,31.9579,77.1095,1279,33.82,265.27
2025-06-19T18:00,23.0,69,25.2,0.16,958.0,-64.5,Kullu Valley,31.9579,77.1095,1279,33.98,253.13
2025-06-19T19:00,20.3,74,54.5,22.9,3563.6,-31.0,Kullu Valley,31.9579,77.1095,1279,59.37,228.4
2025-06-19T20:00,23.3,72,10.8,0.0,233.9,-22.1,Kullu Valley,31.9579,77.1095,1279,34.42,249.53
2025-06-19T21:00,20.1,79,11.8,0.0,365.6,-114.3,Kullu Valley,31.9579,77.1095,1279,35.06,265.86
2025-06-19T22:00,19.1,79,19.4,0.0,670.0,-41.6,Kullu Valley,31.9579,77.1095,1279,34.85,258.19
2025-06-19T23:00,18.8,82,22.3,0.0,612.6,-106.0,Kullu Valley,31.9579,77.1095,1279,35.2,275.13
2025-06-20T00:00,18.9,88,27.7,0.0,638.1,-143.1,Kullu Valley,31.9579,77.1095,1279,36.08,246.37
2025-06-20T01:00,17.9,79,7.4,0.0,245.6,-104.8,Kullu Valley,31.9579,77.1095,1279,34.76,261.97
2025-06-20T02:00,18.3,86,21.4,0.57,860.0,-77.9,Kullu Valley,31.9579,77.1095,1279,35.85,247.54
2025-06-20T03:00,15.9,85,26.6,0.0,720.5,-103.1,Kullu Valley,31.9579,77.1095,1279,35.3,253.17
2025-06-20T04:00,16.7,83,11.7,0.0,739.6,-132.8,Kullu Valley,31.9579,77.1095,1279,35.2,250.66
2025-06-20T05:00,17.8,88,6.6,0.0,1151.0,-38.3,Kullu Valley,31.9579,77.1095,1279,35.96,271.69
2025-06-20T06:00,20.8,86,19.2,0.0,897.6,-69.3,Kullu Valley,31.9579,77.1095,1279,36.2,253.14
2025-06-20T07:00,19.1,78,16.3,0.0,1379.9,-108.9,Kullu Valley,31.9579,77.1095,1279,34.68,260.5
2025-06-20T08:00,21.4,79,9.5,0.0,594.0,-30.5,Kullu Valley,31.9579,77.1095,1279,35.2,247.57
2025-06-20T09:00,21.0,79,17.7,0.0,782.6,-67.0,Kullu Valley,31.9579,77.1095,1279,35.16,247.88
2025-06-20T10:00,21.3,75,15.9,0.89,1372.6,-35.6,Kullu Valley,31.9579,77.1095,1279,34.59,252.42
2025-06-20T11:00,22.5,77,6.2,1.57,600.5,-158.9,Kullu Valley,31.9579,77.1095,1279,35.01,248.6
2025-06-20T12:00,23.3,74,9.8,0.66,336.1,-24.6,Kullu Valley,31.9579,77.1095,1279,34.72,248.66
2025-06-20T13:00,24.8,79,18.7,0.0,1131.4,-94.9,Kullu Valley,31.9579,77.1095,1279,35.68,272.91
2025-06-20T14:00,26.0,65,14.5,0.06,840.2,-135.3,Kullu Valley,31.9579,77.1095,1279,33.71,279.36
2025-06-20T15:00,24.9,71,19.0,0.0,645.7,-25.5,Kullu Valley,31.9579,77.1095,1279,34.39,257.71
2025-06-20T16:00,25.8,68,12.6,0.0,293.2,-150.2,Kullu Valley,31.9579,77.1095,1279,34.06,269.75
2025-06-20T17:00,22.9,74,16.2,0.14,921.8,-114.0,Kullu Valley,31.9579,77.1095,1279,34.69,258.62
2025-06-20T18:00,23.0,67,11.7,0.0,550.2,-127.1,Kullu Valley,31.9579,77.1095,1279,33.53,271.74
2025-06-20T19:00,21.9,76,70.2,14.2,2951.7,-19.0,Kullu Valley,31.9579,77.1095,1279,58.26,224.82
2025-06-20T20:00,22.3,74,19.4,0.19,1333.1,-102.5,Kullu Valley,31.9579,77.1095,1279,34.51,257.06
2025-06-20T21:00,20.6,75,19.1,0.0,1350.4,-44.1,Kullu Valley,31.9579,77.1095,1279,34.49,270.19
2025-06-20T22:00,21.0,74,14.7,0.0,576.7,-115.8,Kullu Valley,31.9579,77.1095,1279,34.39,252.54
2025-06-20T23:00,18.1,80,50.5,18.27,3745.8,-41.0,Kullu Valley,31.9579,77.1095,1279,44.13,227.83
2025-06-21T00:00,18.6,87,7.4,0.0,1040.7,-111.6,Kullu Valley,31.9579,77.1095,1279,36.01,246.72
2025-06-21T01:00,18.8,84,14.4,0.0,413.9,-116.4,Kullu Valley,31.9579,77.1095,1279,35.56,274.08
2025-06-21T02:00,15.1,87,26.7,0.04,1367.9,-69.0,Kullu Valley,31.9579,77.1095,1279,35.54,274.61
2025-06-21T03:00,20.0,92,26.1,0.15,344.1,-20.8,Kullu Valley,31.9579,77.1095,1279,36.85,246.81
2025-06-21T04:00,17.3,86,16.1,0.39,1346.0,-89.5,Kullu Valley,31.9579,77.1095,1279,35.62,258.78
2025-06-21T05:00,15.5,82,6.8,0.0,718.0,-55.3,Kullu Valley,31.9579,77.1095,1279,34.8,256.43
2025-06-21T06:00,18.7,85,27.0,1.82,1173.9,-78.9,Kullu Valley,31.9579,77.1095,1279,35.67,271.78
2025-06-21T07:00,19.3,79,24.9,0.0,398.4,-151.0,Kullu Valley,31.9579,77.1095,1279,34.95,275.4
2025-06-21T08:00,20.0,78,11.0,0.0,217.7,-124.7,Kullu Valley,31.9579,77.1095,1279,34.82,248.2
2025-06-21T09:00,22.2,72,20.7,0.0,218.9,-135.4,Kullu Valley,31.9579,77.1095,1279,34.23,275.76
2025-06-21T10:00,22.8,80,13.8,0.0,343.9,-123.3,Kullu Valley,31.9579,77.1095,1279,35.51,249.49
2025-06-21T11:00,23.1,73,17.3,0.0,204.5,-56.5,Kullu Valley,31.9579,77.1095,1279,34.51,263.84
2025-06-21T12:00,24.0,74,18.3,0.0,848.6,-46.6,Kullu Valley,31.9579,77.1095,1279,34.76,251.54
2025-06-21T13:00,23.9,68,51.7,14.58,3608.2,-17.5,Kullu Valley,31.9579,77.1095,1279,59.55,217.86
2025-06-21T14:00,26.5,73,15.0,0.0,1137.2,-71.3,Kullu Valley,31.9579,77.1095,1279,34.98,279.23
2025-06-21T15:00,22.7,68,18.7,0.0,1014.8,-136.5,Kullu Valley,31.9579,77.1095,1279,33.7,261.06
2025-06-21T16:00,24.5,71,17.9,0.0,1383.2,-26.9,Kullu Valley,31.9579,77.1095,1279,34.36,276.03
2025-06-21T17:00,24.1,75,10.6,0.57,780.0,-66.4,Kullu Valley,31.9579,77.1095,1279,35.02,251.35
2025-06-21T18:00,24.5,76,16.7,0.71,478.4,-37.0,Kullu Valley,31.9579,77.1095,1279,35.18,245.21
2025-06-21T19:00,21.7,74,23.8,0.0,1252.2,-129.4,Kullu Valley,31.9579,77.1095,1279,34.55,245.54
2025-06-21T20:00,19.8,69,77.5,26.8,3367.9,-40.5,Kullu Valley,31.9579,77.1095,1279,59.52,233.53
2025-06-21T21:00,21.2,90,12.5,0.36,718.5,-103.3,Kullu Valley,31.9579,77.1095,1279,36.76,257.2
2025-06-21T22:00,20.4,87,17.6,0.0,442.3,-140.3,Kullu Valley,31.9579,77.1095,1279,36.2,268.72
2025-06-21T23:00,21.0,84,13.9,0.0,268.9,-83.7,Kullu Valley,31.9579,77.1095,1279,35.93,272.84
2025-06-22T00:00,17.0,80,77.3,30.5,2538.4,-23.8,Kullu Valley,31.9579,77.1095,1279,45.03,219.53
2025-06-22T01:00,19.4,84,27.8,0.0,603.1,-38.8,Kullu Valley,31.9579,77.1095,1279,35.58,247.6
2025-06-22T02:00,20.5,83,5.4,0.0,1118.6,-137.6,Kullu Valley,31.9579,77.1095,1279,35.59,273.24
2025-06-22T03:00,17.0,90,27.0,0.0,650.9,-157.5,Kullu Valley,31.9579,77.1095,1279,36.2,268.29
2025-06-22T04:00,16.1,86,16.9,0.34,585.6,-158.5,Kullu Valley,31.9579,77.1095,1279,35.46,250.52
2025-06-22T05:00,17.5,81,6.3,0.63,1383.6,-79.5,Kullu Valley,31.9579,77.1095,1279,34.94,266.14
2025-06-22T06:00,18.5,81,5.0,0.0,219.4,-102.8,Kullu Valley,31.9579,77.1095,1279,35.1,245.44
2025-06-22T07:00,19.9,86,12.2,0.0,430.3,-111.5,Kullu Valley,31.9579,77.1095,1279,36.01,246.88
2025-06-22T08:00,19.4,86,7.1,0.0,994.1,-121.0,Kullu Valley,31.9579,77.1095,1279,35.97,253.93
2025-06-22T09:00,22.9,84,7.3,0.0,1335.0,-50.5,Kullu Valley,31.9579,77.1095,1279,36.14,253.99
2025-06-22T10:00,20.6,79,8.1,0.0,971.5,-140.6,Kullu Valley,31.9579,77.1095,1279,35.1,262.02
2025-06-22T11:00,20.7,73,19.7,0.53,935.7,-94.3,Kullu Valley,31.9579,77.1095,1279,34.26,268.9
2025-06-22T12:00,24.8,60,13.9,0.77,498.4,-114.9,Kullu Valley,31.9579,77.1095,1279,32.76,276.58
2025-06-22T13:00,21.3,73,66.6,15.72,3255.2,-29.2,Kullu Valley,31.9579,77.1095,1279,51.91,221.22
2025-06-22T14:00,24.1,71,8.7,0.0,318.4,-100.1,Kullu Valley,31.9579,77.1095,1279,34.39,248.35
2025-06-22T15:00,28.2,72,19.6,0.0,1210.4,-147.0,Kullu Valley,31.9579,77.1095,1279,34.99,247.52
2025-06-22T16:00,24.4,71,14.0,0.0,1000.4,-52.7,Kullu Valley,31.9579,77.1095,1279,34.46,262.14
2025-06-22T17:00,22.7,67,22.8,0.63,794.3,-58.5,Kullu Valley,31.9579,77.1095,1279,33.5,261.58
2025-06-22T18:00,23.4,75,13.9,0.0,890.9,-73.9,Kullu Valley,31.9579,77.1095,1279,34.9,249.43
2025-06-22T19:00,22.7,77,9.0,0.0,1323.0,-128.8,Kullu Valley,31.9579,77.1095,1279,35.07,250.32
2025-06-22T20:00,22.1,79,24.0,0.0,1047.3,-158.1,Kullu Valley,31.9579,77.1095,1279,35.27,263.27
2025-06-22T21:00,21.8,82,21.6,0.0,1065.2,-110.0,Kullu Valley,31.9579,77.1095,1279,35.65,264.78
2025-06-22T22:00,18.8,82,6.8,0.0,248.0,-87.1,Kullu Valley,31.9579,77.1095,1279,35.31,265.98
2025-06-22T23:00,21.3,80,8.8,0.0,875.4,-59.0,Kullu Valley,31.9579,77.1095,1279,35.3,248.35
2025-06-23T00:00,18.8,83,27.5,0.0,541.2,-120.1,Kullu Valley,31.9579,77.1095,1279,35.37,264.87
2025-06-23T01:00,18.8,84,67.1,40.78,2375.5,-9.1,Kullu Valley,31.9579,77.1095,1279,53.67,222.48
2025-06-23T02:00,16.9,85,66.7,17.69,3707.0,-39.7,Kullu Valley,31.9579,77.1095,1279,57.52,233.48
2025-06-23T03:00,19.0,89,17.3,0.07,1062.6,-142.6,Kullu Valley,31.9579,77.1095,1279,36.33,260.23
2025-06-23T04:00,17.3,87,18.9,0.0,391.2,-87.7,Kullu Valley,31.9579,77.1095,1279,35.85,252.64
2025-06-23T05:00,18.3,92,8.5,0.11,1236.0,-112.4,Kullu Valley,31.9579,77.1095,1279,36.71,270.24
2025-06-23T06:00,17.4,92,71.7,15.98,2835.9,-17.4,Kullu Valley,31.9579,77.1095,1279,52.34,233.43
2025-06-23T07:00,18.1,82,16.8,0.77,712.6,-102.8,Kullu Valley,31.9579,77.1095,1279,35.14,270.69
2025-06-23T08:00,20.9,64,8.2,0.0,381.0,-137.0,Kullu Valley,31.9579,77.1095,1279,32.93,277.76
2025-06-23T09:00,20.5,83,52.0,30.25,2303.0,-42.7,Kullu Valley,31.9579,77.1095,1279,51.88,207.53
2025-06-23T10:00,20.9,74,7.1,0.9,579.8,-109.7,Kullu Valley,31.9579,77.1095,1279,34.37,260.28
2025-06-23T11:00,22.0,71,36.1,45.29,2972.2,-20.3,Kullu Valley,31.9579,77.1095,1279,53.1,210.37
2025-06-23T12:00,24.3,71,10.0,0.0,345.0,-51.0,Kullu Valley,31.9579,77.1095,1279,34.45,256.45
2025-06-23T13:00,23.3,70,86.9,33.7,2388.0,-31.4,Kullu Valley,31.9579,77.1095,1279,43.73,209.77
2025-06-23T14:00,24.2,74,80.0,19.39,2279.8,-46.3,Kullu Valley,31.9579,77.1095,1279,43.98,199.83
2025-06-23T15:00,24.5,65,61.8,32.12,2477.1,-11.9,Kullu Valley,31.9579,77.1095,1279,54.51,231.74
2025-06-23T16:00,22.1,67,44.7,63.99,2822.3,-12.5,Kullu Valley,31.9579,77.1095,1279,59.77,217.8
2025-06-23T17:00,22.3,73,47.0,32.75,2952.2,-19.7,Kullu Valley,31.9579,77.1095,1279,61.03,224.77
2025-06-23T18:00,23.9,76,39.8,35.01,2867.2,-17.0,Kullu Valley,31.9579,77.1095,1279,62.24,226.15
2025-06-23T19:00,21.9,77,54.0,25.82,2888.2,-34.2,Kullu Valley,31.9579,77.1095,1279,52.34,234.54
2025-06-23T20:00,23.2,73,63.9,22.89,2640.8,-23.4,Kullu Valley,31.9579,77.1095,1279,50.0,219.88
2025-06-23T21:00,22.2,74,25.6,0.0,1118.1,-42.2,Kullu Valley,31.9579,77.1095,1279,34.56,265.75
2025-06-23T22:00,21.0,78,14.1,0.0,1100.4,-105.6,Kullu Valley,31.9579,77.1095,1279,34.94,248.52
2025-06-23T23:00,21.4,82,9.6,0.0,414.3,-157.5,Kullu Valley,31.9579,77.1095,1279,35.7,258.17
2025-06-24T00:00,18.4,89,28.0,0.0,456.2,-60.8,Kullu Valley,31.9579,77.1095,1279,36.23,274.91
2025-06-24T01:00,18.7,76,49.6,37.02,1955.0,-13.8,Kullu Valley,31.9579,77.1095,1279,53.12,216.72
2025-06-24T02:00,16.9,84,11.2,0.51,1302.6,-76.1,Kullu Valley,31.9579,77.1095,1279,35.29,251.73
2025-06-24T03:00,20.4,80,26.7,0.05,379.6,-83.0,Kullu Valley,31.9579,77.1095,1279,35.15,254.75
2025-06-24T04:00,20.0,78,17.1,0.0,470.1,-77.5,Kullu Valley,31.9579,77.1095,1279,34.87,275.69
2025-06-24T05:00,18.0,88,84.0,29.97,2387.6,-32.9,Kullu Valley,31.9579,77.1095,1279,57.62,233.63
2025-06-24T06:00,19.0,85,59.9,60.28,2276.2,-9.5,Kullu Valley,31.9579,77.1095,1279,60.53,221.97
2025-06-24T07:00,20.9,83,62.1,22.4,2790.4,-34.4,Kullu Valley,31.9579,77.1095,1279,54.52,210.49
2025-06-24T08:00,19.9,83,6.7,0.0,1239.9,-131.3,Kullu Valley,31.9579,77.1095,1279,35.65,278.7
2025-06-24T09:00,20.2,76,52.0,42.01,1939.8,-19.0,Kullu Valley,31.9579,77.1095,1279,57.41,222.87
2025-06-24T10:00,23.0,74,12.8,0.0,1246.3,-75.3,Kullu Valley,31.9579,77.1095,1279,34.72,256.67
2025-06-24T11:00,22.8,83,25.7,0.52,376.0,-147.2,Kullu Valley,31.9579,77.1095,1279,36.01,254.92
2025-06-24T12:00,23.7,72,14.3,0.17,591.0,-100.4,Kullu Valley,31.9579,77.1095,1279,34.46,255.23
2025-06-24T13:00,23.0,75,20.7,0.0,651.1,-94.5,Kullu Valley,31.9579,77.1095,1279,34.79,277.97
2025-06-24T14:00,22.3,71,14.2,0.0,1301.7,-54.8,Kullu Valley,31.9579,77.1095,1279,34.15,266.46
2025-06-24T15:00,24.8,64,68.5,91.06,4241.2,-6.8,Kullu Valley,31.9579,77.1095,1279,73.8,204.07
2025-06-24T16:00,25.5,63,11.6,0.0,869.7,-27.9,Kullu Valley,31.9579,77.1095,1279,33.32,250.95
2025-06-24T17:00,23.8,70,12.1,0.0,222.0,-125.8,Kullu Valley,31.9579,77.1095,1279,34.1,254.29
2025-06-24T18:00,25.2,77,49.7,53.27,2422.1,-26.2,Kullu Valley,31.9579,77.1095,1279,61.09,215.26
2025-06-24T19:00,21.9,78,5.1,0.0,1271.8,-67.9,Kullu Valley,31.9579,77.1095,1279,35.05,279.94
2025-06-24T20:00,20.6,80,14.8,0.59,439.4,-28.5,Kullu Valley,31.9579,77.1095,1279,35.21,253.3
2025-06-24T21:00,20.9,74,54.0,26.55,3589.0,-14.5,Kullu Valley,31.9579,77.1095,1279,54.13,229.4
2025-06-24T22:00,20.0,86,47.0,61.33,2057.2,-17.8,Kullu Valley,31.9579,77.1095,1279,51.68,226.58
2025-06-24T23:00,20.2,78,25.9,0.0,207.4,-85.0,Kullu Valley,31.9579,77.1095,1279,34.82,245.86
2025-06-25T00:00,17.6,84,20.9,0.27,332.3,-73.7,Kullu Valley,31.9579,77.1095,1279,35.37,277.91
2025-06-25T01:00,19.6,84,84.3,34.21,3716.2,-22.9,Kullu Valley,31.9579,77.1095,1279,44.16,228.78
2025-06-25T02:00,20.0,84,22.0,0.0,417.5,-99.2,Kullu Valley,31.9579,77.1095,1279,35.74,267.31
2025-06-25T03:00,17.5,90,14.5,0.52,966.5,-138.6,Kullu Valley,31.9579,77.1095,1279,36.3,263.9
2025-06-25T04:00,19.1,82,5.1,0.0,1344.0,-114.5,Kullu Valley,31.9579,77.1095,1279,35.31,264.21
2025-06-25T05:00,16.7,79,13.3,0.0,423.2,-55.7,Kullu Valley,31.9579,77.1095,1279,34.5,255.67
2025-06-25T06:00,19.8,83,15.2,0.0,250.8,-114.4,Kullu Valley,31.9579,77.1095,1279,35.56,263.81
2025-06-25T07:00,20.5,80,24.3,0.0,713.2,-109.8,Kullu Valley,31.9579,77.1095,1279,35.2,278.38
2025-06-25T08:00,21.1,93,16.9,0.31,412.5,-98.5,Kullu Valley,31.9579,77.1095,1279,37.24,279.35
2025-06-25T09:00,21.0,81,11.3,0.0,895.1,-25.9,Kullu Valley,31.9579,77.1095,1279,35.38,265.54
2025-06-25T10:00,18.4,75,9.5,0.27,530.9,-131.5,Kullu Valley,31.9579,77.1095,1279,34.11,255.09
2025-06-25T11:00,22.0,70,20.5,0.0,932.0,-98.5,Kullu Valley,31.9579,77.1095,1279,33.96,277.01
2025-06-25T12:00,22.7,66,19.4,0.64,417.3,-96.2,Kullu Valley,31.9579,77.1095,1279,33.33,278.27
2025-06-25T13:00,22.9,68,16.1,0.15,1333.4,-58.2,Kullu Valley,31.9579,77.1095,1279,33.7,250.94
2025-06-25T14:00,24.5,72,84.1,31.84,3412.9,-30.9,Kullu Valley,31.9579,77.1095,1279,48.39,220.06
2025-06-25T15:00,24.0,77,27.5,0.0,353.6,-125.7,Kullu Valley,31.9579,77.1095,1279,35.2,252.51
2025-06-25T16:00,23.4,76,13.6,0.0,714.4,-135.4,Kullu Valley,31.9579,77.1095,1279,34.97,271.82
2025-06-25T17:00,22.8,73,5.7,0.0,221.8,-132.3,Kullu Valley,31.9579,77.1095,1279,34.45,278.14
2025-06-25T18:00,22.6,72,18.0,0.0,305.3,-87.1,Kullu Valley,31.9579,77.1095,1279,34.27,270.5
2025-06-25T19:00,24.1,76,20.9,0.42,1021.8,-150.5,Kullu Valley,31.9579,77.1095,1279,35.04,250.14
2025-06-25T20:00,21.1,74,26.3,0.28,404.9,-141.4,Kullu Valley,31.9579,77.1095,1279,34.42,258.8
2025-06-25T21:00,20.4,85,20.6,0.0,232.6,-56.9,Kullu Valley,31.9579,77.1095,1279,35.91,269.86
2025-06-25T22:00,19.5,79,12.8,0.72,483.0,-84.6,Kullu Valley,31.9579,77.1095,1279,34.94,261.54
2025-06-25T23:00,19.7,81,20.5,1.02,812.6,-42.3,Kullu Valley,31.9579,77.1095,1279,35.27,258.03
2025-06-26T00:00,19.1,74,15.8,0.0,720.7,-31.6,Kullu Valley,31.9579,77.1095,1279,34.14,248.58
2025-06-26T01:00,14.3,83,22.4,0.0,971.3,-118.5,Kullu Valley,31.9579,77.1095,1279,34.85,255.47
2025-06-26T02:00,18.8,88,6.3,0.0,1165.1,-95.2,Kullu Valley,31.9579,77.1095,1279,36.17,276.78
