time,temperature_2m,relative_humidity_2m,wind_speed_10m,precipitation,cape,convective_inhibition,flood,location,latitude,longitude,elevation_m,IWV_mm,CTT_K,lifted_index,k_index,hazard_type,severity,lead_time_mins
2025-06-17T06:00,19.3,81,44.6,60.16,2370.3,-22.5,1,Kullu Valley,31.9579,77.1095,1279,66.28,224.49,-5.27,37.9,Flash Flood,CRITICAL,44
2025-06-17T07:00,17.2,83,18.6,0.0,1315.0,-84.2,0,Kullu Valley,31.9579,77.1095,1279,35.25,271.9,-2.92,38.1,Normal,NORMAL,0
2025-06-17T08:00,23.3,80,6.4,0.75,246.0,-42.7,0,Kullu Valley,31.9579,77.1095,1279,35.62,276.24,-0.1,37.8,Normal,NORMAL,0
2025-06-17T09:00,20.9,77,68.3,50.92,4158.0,-8.7,1,Kullu Valley,31.9579,77.1095,1279,76.53,209.75,-9.24,37.5,Cloudburst,CRITICAL,18
2025-06-17T10:00,20.9,77,25.0,0.0,820.7,-30.4,0,Kullu Valley,31.9579,77.1095,1279,34.8,273.58,-1.82,37.5,Normal,NORMAL,0
2025-06-17T11:00,21.1,71,27.0,0.0,994.6,-118.9,0,Kullu Valley,31.9579,77.1095,1279,33.87,276.26,-2.21,36.9,Normal,NORMAL,0
2025-06-17T12:00,23.2,73,25.0,0.0,1357.4,-41.2,0,Kullu Valley,31.9579,77.1095,1279,34.61,245.64,-3.02,37.2,Normal,NORMAL,0
2025-06-17T13:00,23.9,73,83.6,95.97,4344.3,-10.2,1,Kullu Valley,31.9579,77.1095,1279,61.81,204.55,-9.65,37.1,Cloudburst,CRITICAL,35
2025-06-17T14:00,24.5,65,83.9,31.76,3109.0,-38.1,0,Kullu Valley,31.9579,77.1095,1279,43.65,206.46,-6.91,36.5,Hailstorm,WARNING,62
2025-06-17T15:00,24.1,75,6.6,0.0,904.8,-82.9,0,Kullu Valley,31.9579,77.1095,1279,34.96,271.57,-2.01,37.4,Normal,NORMAL,0
2025-06-17T16:00,25.1,68,20.3,0.52,1136.2,-60.7,0,Kullu Valley,31.9579,77.1095,1279,33.99,254.72,-2.52,36.7,Normal,NORMAL,0
2025-06-17T17:00,23.6,72,64.1,24.84,3323.7,-43.8,0,Kullu Valley,31.9579,77.1095,1279,48.8,230.13,-7.39,37.1,Severe Thunderstorm,WATCH,80
2025-06-17T18:00,21.2,78,18.1,0.0,466.4,-68.0,0,Kullu Valley,31.9579,77.1095,1279,34.96,272.07,-0.05,37.6,Normal,NORMAL,0
2025-06-17T19:00,22.6,78,57.0,32.18,2501.6,-38.2,1,Kullu Valley,31.9579,77.1095,1279,46.09,219.84,-5.56,37.6,Severe Thunderstorm,WARNING,67
2025-06-17T20:00,19.1,76,62.2,28.73,3087.3,-18.3,1,Kullu Valley,31.9579,77.1095,1279,51.8,220.6,-6.86,37.4,Flash Flood,CRITICAL,42
2025-06-17T21:00,21.4,77,71.2,12.7,2895.5,-24.9,0,Kullu Valley,31.9579,77.1095,1279,52.43,222.23,-6.43,37.5,Severe Thunderstorm,WATCH,76
2025-06-17T22:00,18.9,84,17.2,1.4,1309.7,-150.9,0,Kullu Valley,31.9579,77.1095,1279,35.52,257.78,-2.91,38.1,Normal,NORMAL,0
2025-06-17T23:00,19.4,84,11.3,0.0,688.8,-99.0,0,Kullu Valley,31.9579,77.1095,1279,35.68,272.75,-1.53,38.2,Normal,NORMAL,0
2025-06-18T00:00,20.1,80,27.7,0.0,1048.9,-87.1,0,Kullu Valley,31.9579,77.1095,1279,35.23,265.46,-2.33,37.8,Normal,NORMAL,0
2025-06-18T01:00,16.8,81,15.5,0.0,1071.9,-118.2,0,Kullu Valley,31.9579,77.1095,1279,34.84,270.07,-2.38,37.8,Normal,NORMAL,0
2025-06-18T02:00,18.9,76,25.4,0.0,239.9,-53.7,0,Kullu Valley,31.9579,77.1095,1279,34.47,250.41,-0.03,37.4,Normal,NORMAL,0
2025-06-18T03:00,17.0,86,15.8,0.0,343.7,-118.0,0,Kullu Valley,31.9579,77.1095,1279,35.55,245.21,-0.21,38.3,Normal,NORMAL,0
2025-06-18T04:00,19.7,84,19.8,0.0,1350.1,-154.2,0,Kullu Valley,31.9579,77.1095,1279,35.76,260.47,-3.0,38.2,Normal,NORMAL,0
2025-06-18T05:00,17.5,89,10.5,0.0,732.9,-29.0,0,Kullu Valley,31.9579,77.1095,1279,36.06,272.85,-1.63,38.7,Normal,NORMAL,0
2025-06-18T06:00,17.5,84,20.3,0.0,872.9,-134.5,0,Kullu Valley,31.9579,77.1095,1279,35.45,269.22,-1.94,38.2,Normal,NORMAL,0
2025-06-18T07:00,20.1,87,21.8,0.0,682.4,-154.0,0,Kullu Valley,31.9579,77.1095,1279,36.15,279.84,-1.52,38.5,Normal,NORMAL,0
2025-06-18T08:00,19.6,77,25.3,0.0,697.7,-139.9,0,Kullu Valley,31.9579,77.1095,1279,34.64,270.27,-1.55,37.5,Normal,NORMAL,0
2025-06-18T09:00,20.0,83,10.6,0.7,337.8,-26.7,0,Kullu Valley,31.9579,77.1095,1279,35.52,264.85,-0.15,38.0,Normal,NORMAL,0
2025-06-18T10:00,21.3,74,15.4,0.0,412.2,-34.3,0,Kullu Valley,31.9579,77.1095,1279,34.44,270.81,0.02,37.2,Normal,NORMAL,0
2025-06-18T11:00,22.7,78,23.8,0.0,912.3,-92.5,0,Kullu Valley,31.9579,77.1095,1279,35.15,271.02,-2.03,37.6,Normal,NORMAL,0
2025-06-18T12:00,25.1,67,21.2,1.49,655.2,-128.0,0,Kullu Valley,31.9579,77.1095,1279,33.91,263.13,-1.46,36.7,Normal,NORMAL,0
2025-06-18T13:00,21.7,73,13.5,0.0,425.5,-56.6,0,Kullu Valley,31.9579,77.1095,1279,34.31,271.3,0.04,37.1,Normal,NORMAL,0
2025-06-18T14:00,24.4,63,73.7,31.14,3355.0,-44.8,1,Kullu Valley,31.9579,77.1095,1279,46.11,215.99,-7.46,36.4,Severe Thunderstorm,WATCH,84
2025-06-18T15:00,25.2,70,26.0,1.13,1014.2,-153.6,0,Kullu Valley,31.9579,77.1095,1279,34.34,262.89,-2.25,36.9,Normal,NORMAL,0
2025-06-18T16:00,24.6,73,25.2,0.0,435.5,-96.7,0,Kullu Valley,31.9579,77.1095,1279,34.72,260.86,0.04,37.2,Normal,NORMAL,0
2025-06-18T17:00,25.6,70,13.9,0.0,1102.2,-33.3,0,Kullu Valley,31.9579,77.1095,1279,34.38,256.23,-2.45,36.9,Normal,NORMAL,0
2025-06-18T18:00,23.4,69,15.8,0.0,1232.7,-82.7,0,Kullu Valley,31.9579,77.1095,1279,33.93,277.1,-2.74,36.8,Normal,NORMAL,0
2025-06-18T19:00,22.5,78,74.8,21.47,3116.6,-24.1,0,Kullu Valley,31.9579,77.1095,1279,50.87,234.36,-6.93,37.6,Severe Thunderstorm,WATCH,64
2025-06-18T20:00,22.6,76,48.2,32.09,2448.9,-43.6,1,Kullu Valley,31.9579,77.1095,1279,44.6,234.55,-5.44,37.4,Severe Thunderstorm,WATCH,55
2025-06-18T21:00,21.1,76,6.8,0.0,1326.3,-64.4,0,Kullu Valley,31.9579,77.1095,1279,34.71,267.9,-2.95,37.4,Normal,NORMAL,0
2025-06-18T22:00,19.6,80,25.0,0.0,834.4,-149.9,0,Kullu Valley,31.9579,77.1095,1279,35.09,260.01,-1.85,37.8,Normal,NORMAL,0
2025-06-18T23:00,19.9,92,24.5,0.0,1351.8,-66.1,0,Kullu Valley,31.9579,77.1095,1279,36.88,276.01,-3.0,39.1,Normal,NORMAL,0
2025-06-19T00:00,17.7,88,6.6,0.0,287.2,-137.1,0,Kullu Valley,31.9579,77.1095,1279,35.94,251.11,-0.25,38.6,Normal,NORMAL,0
2025-06-19T01:00,17.2,89,6.4,0.5,1225.9,-156.4,0,Kullu Valley,31.9579,77.1095,1279,36.04,260.38,-2.72,38.7,Normal,NORMAL,0
2025-06-19T02:00,17.0,87,22.4,0.0,571.1,-90.3,0,Kullu Valley,31.9579,77.1095,1279,35.68,256.85,-1.27,38.4,Normal,NORMAL,0
2025-06-19T03:00,19.1,86,17.8,0.0,852.3,-53.4,0,Kullu Valley,31.9579,77.1095,1279,35.85,274.79,-1.89,38.4,Normal,NORMAL,0
2025-06-19T04:00,13.8,75,21.7,0.0,629.3,-138.2,0,Kullu Valley,31.9579,77.1095,1279,33.58,260.87,-1.4,37.2,Normal,NORMAL,0
2025-06-19T05:00,18.4,81,11.4,0.0,1379.9,-133.2,0,Kullu Valley,31.9579,77.1095,1279,35.13,250.6,-3.07,37.9,Normal,NORMAL,0
2025-06-19T06:00,18.6,81,23.6,0.0,1108.4,-124.9,0,Kullu Valley,31.9579,77.1095,1279,35.1,262.85,-2.46,37.9,Normal,NORMAL,0
2025-06-19T07:00,17.2,74,18.3,0.0,877.3,-153.3,0,Kullu Valley,31.9579,77.1095,1279,33.88,272.75,-1.95,37.1,Normal,NORMAL,0
2025-06-19T08:00,20.5,75,24.9,0.0,714.0,-66.4,0,Kullu Valley,31.9579,77.1095,1279,34.49,279.2,-1.59,37.3,Normal,NORMAL,0
2025-06-19T09:00,21.6,70,14.3,0.13,698.1,-40.9,0,Kullu Valley,31.9579,77.1095,1279,33.87,278.52,-1.55,36.9,Normal,NORMAL,0
2025-06-19T10:00,22.6,76,19.4,0.0,228.8,-127.0,0,Kullu Valley,31.9579,77.1095,1279,34.91,265.33,-0.02,37.4,Normal,NORMAL,0
2025-06-19T11:00,19.6,78,18.0,0.0,289.2,-60.4,0,Kullu Valley,31.9579,77.1095,1279,34.75,266.96,-0.06,37.5,Normal,NORMAL,0
2025-06-19T12:00,25.1,77,24.5,0.0,527.6,-54.2,0,Kullu Valley,31.9579,77.1095,1279,35.46,249.8,-1.17,37.6,Normal,NORMAL,0
2025-06-19T13:00,23.1,74,20.2,0.0,412.7,-142.2,0,Kullu Valley,31.9579,77.1095,1279,34.62,271.0,0.03,37.2,Normal,NORMAL,0
2025-06-19T14:00,25.2,67,24.5,0.21,1375.3,-131.6,0,Kullu Valley,31.9579,77.1095,1279,33.95,255.56,-3.06,36.7,Normal,NORMAL,0
2025-06-19T15:00,25.4,63,11.2,3.26,423.1,-35.5,0,Kullu Valley,31.9579,77.1095,1279,33.34,270.3,0.23,36.4,Normal,NORMAL,0
2025-06-19T16:00,23.3,64,78.5,15.55,2879.3,-39.3,0,Kullu Valley,31.9579,77.1095,1279,58.04,220.99,-6.4,36.4,Severe Thunderstorm,WARNING,71
2025-06-19T17:00,24.8,67,18.3,0.0,821.6,-51.7,0,Kullu Valley,31.9579,77.1095,1279,33.82,265.27,-1.83,36.7,Normal,NORMAL,0
2025-06-19T18:00,23.0,69,25.2,0.16,958.0,-64.5,0,Kullu Valley,31.9579,77.1095,1279,33.98,253.13,-2.13,36.8,Normal,NORMAL,0
2025-06-19T19:00,20.3,74,54.5,22.9,3563.6,-31.0,0,Kullu Valley,31.9579,77.1095,1279,59.37,228.4,-7.92,37.2,Severe Thunderstorm,WARNING,78
2025-06-19T20:00,23.3,72,10.8,0.0,233.9,-22.1,0,Kullu Valley,31.9579,77.1095,1279,34.42,249.53,0.06,37.1,Normal,NORMAL,0
2025-06-19T21:00,20.1,79,11.8,0.0,365.6,-114.3,0,Kullu Valley,31.9579,77.1095,1279,35.06,265.86,-0.09,37.7,Normal,NORMAL,0
2025-06-19T22:00,19.1,79,19.4,0.0,670.0,-41.6,0,Kullu Valley,31.9579,77.1095,1279,34.85,258.19,-1.49,37.7,Normal,NORMAL,0
2025-06-19T23:00,18.8,82,22.3,0.0,612.6,-106.0,0,Kullu Valley,31.9579,77.1095,1279,35.2,275.13,-1.36,37.9,Normal,NORMAL,0
2025-06-20T00:00,18.9,88,27.7,0.0,638.1,-143.1,0,Kullu Valley,31.9579,77.1095,1279,36.08,246.37,-1.42,38.6,Normal,NORMAL,0
2025-06-20T01:00,17.9,79,7.4,0.0,245.6,-104.8,0,Kullu Valley,31.9579,77.1095,1279,34.76,261.97,-0.09,37.7,Normal,NORMAL,0
2025-06-20T02:00,18.3,86,21.4,0.57,860.0,-77.9,0,Kullu Valley,31.9579,77.1095,1279,35.85,247.54,-1.91,38.4,Normal,NORMAL,0
2025-06-20T03:00,15.9,85,26.6,0.0,720.5,-103.1,0,Kullu Valley,31.9579,77.1095,1279,35.3,253.17,-1.6,38.3,Normal,NORMAL,0
2025-06-20T04:00,16.7,83,11.7,0.0,739.6,-132.8,0,Kullu Valley,31.9579,77.1095,1279,35.2,250.66,-1.64,38.1,Normal,NORMAL,0
2025-06-20T05:00,17.8,88,6.6,0.0,1151.0,-38.3,0,Kullu Valley,31.9579,77.1095,1279,35.96,271.69,-2.56,38.6,Normal,NORMAL,0
2025-06-20T06:00,20.8,86,19.2,0.0,897.6,-69.3,0,Kullu Valley,31.9579,77.1095,1279,36.2,253.14,-1.99,38.5,Normal,NORMAL,0
2025-06-20T07:00,19.1,78,16.3,0.0,1379.9,-108.9,0,Kullu Valley,31.9579,77.1095,1279,34.68,260.5,-3.07,37.5,Normal,NORMAL,0
2025-06-20T08:00,21.4,79,9.5,0.0,594.0,-30.5,0,Kullu Valley,31.9579,77.1095,1279,35.2,247.57,-1.32,37.7,Normal,NORMAL,0
2025-06-20T09:00,21.0,79,17.7,0.0,782.6,-67.0,0,Kullu Valley,31.9579,77.1095,1279,35.16,247.88,-1.74,37.7,Normal,NORMAL,0
2025-06-20T10:00,21.3,75,15.9,0.89,1372.6,-35.6,0,Kullu Valley,31.9579,77.1095,1279,34.59,252.42,-3.05,37.3,Normal,NORMAL,0
2025-06-20T11:00,22.5,77,6.2,1.57,600.5,-158.9,0,Kullu Valley,31.9579,77.1095,1279,35.01,248.6,-1.33,37.5,Normal,NORMAL,0
2025-06-20T12:00,23.3,74,9.8,0.66,336.1,-24.6,0,Kullu Valley,31.9579,77.1095,1279,34.72,248.66,0.02,37.3,Normal,NORMAL,0
2025-06-20T13:00,24.8,79,18.7,0.0,1131.4,-94.9,0,Kullu Valley,31.9579,77.1095,1279,35.68,272.91,-2.51,37.8,Normal,NORMAL,0
2025-06-20T14:00,26.0,65,14.5,0.06,840.2,-135.3,0,Kullu Valley,31.9579,77.1095,1279,33.71,279.36,-1.87,36.6,Normal,NORMAL,0
2025-06-20T15:00,24.9,71,19.0,0.0,645.7,-25.5,0,Kullu Valley,31.9579,77.1095,1279,34.39,257.71,-1.43,37.0,Normal,NORMAL,0
2025-06-20T16:00,25.8,68,12.6,0.0,293.2,-150.2,0,Kullu Valley,31.9579,77.1095,1279,34.06,269.75,0.15,36.8,Normal,NORMAL,0
2025-06-20T17:00,22.9,74,16.2,0.14,921.8,-114.0,0,Kullu Valley,31.9579,77.1095,1279,34.69,258.62,-2.05,37.3,Normal,NORMAL,0
2025-06-20T18:00,23.0,67,11.7,0.0,550.2,-127.1,0,Kullu Valley,31.9579,77.1095,1279,33.53,271.74,-1.22,36.6,Normal,NORMAL,0
2025-06-20T19:00,21.9,76,70.2,14.2,2951.7,-19.0,0,Kullu Valley,31.9579,77.1095,1279,58.26,224.82,-6.56,37.4,Severe Thunderstorm,WARNING,76
2025-06-20T20:00,22.3,74,19.4,0.19,1333.1,-102.5,0,Kullu Valley,31.9579,77.1095,1279,34.51,257.06,-2.96,37.2,Normal,NORMAL,0
2025-06-20T21:00,20.6,75,19.1,0.0,1350.4,-44.1,0,Kullu Valley,31.9579,77.1095,1279,34.49,270.19,-3.0,37.3,Normal,NORMAL,0
2025-06-20T22:00,21.0,74,14.7,0.0,576.7,-115.8,0,Kullu Valley,31.9579,77.1095,1279,34.39,252.54,-1.28,37.2,Normal,NORMAL,0
2025-06-20T23:00,18.1,80,50.5,18.27,3745.8,-41.0,0,Kullu Valley,31.9579,77.1095,1279,44.13,227.83,-8.32,37.7,Severe Thunderstorm,WARNING,69
2025-06-21T00:00,18.6,87,7.4,0.0,1040.7,-111.6,0,Kullu Valley,31.9579,77.1095,1279,36.01,246.72,-2.31,38.5,Normal,NORMAL,0
2025-06-21T01:00,18.8,84,14.4,0.0,413.9,-116.4,0,Kullu Valley,31.9579,77.1095,1279,35.56,274.08,-0.18,38.2,Normal,NORMAL,0
2025-06-21T02:00,15.1,87,26.7,0.04,1367.9,-69.0,0,Kullu Valley,31.9579,77.1095,1279,35.54,274.61,-3.04,38.5,Normal,NORMAL,0
2025-06-21T03:00,20.0,92,26.1,0.15,344.1,-20.8,0,Kullu Valley,31.9579,77.1095,1279,36.85,246.81,-0.33,39.0,Normal,NORMAL,0
2025-06-21T04:00,17.3,86,16.1,0.39,1346.0,-89.5,0,Kullu Valley,31.9579,77.1095,1279,35.62,258.78,-2.99,38.4,Normal,NORMAL,0
2025-06-21T05:00,15.5,82,6.8,0.0,718.0,-55.3,0,Kullu Valley,31.9579,77.1095,1279,34.8,256.43,-1.6,37.9,Normal,NORMAL,0
2025-06-21T06:00,18.7,85,27.0,1.82,1173.9,-78.9,0,Kullu Valley,31.9579,77.1095,1279,35.67,271.78,-2.61,38.3,Normal,NORMAL,0
2025-06-21T07:00,19.3,79,24.9,0.0,398.4,-151.0,0,Kullu Valley,31.9579,77.1095,1279,34.95,275.4,-0.09,37.7,Normal,NORMAL,0
2025-06-21T08:00,20.0,78,11.0,0.0,217.7,-124.7,0,Kullu Valley,31.9579,77.1095,1279,34.82,248.2,-0.06,37.6,Normal,NORMAL,0
2025-06-21T09:00,22.2,72,20.7,0.0,218.9,-135.4,0,Kullu Valley,31.9579,77.1095,1279,34.23,275.76,0.06,37.0,Normal,NORMAL,0
2025-06-21T10:00,22.8,80,13.8,0.0,343.9,-123.3,0,Kullu Valley,31.9579,77.1095,1279,35.51,249.49,-0.1,37.8,Normal,NORMAL,0
2025-06-21T11:00,23.1,73,17.3,0.0,204.5,-56.5,0,Kullu Valley,31.9579,77.1095,1279,34.51,263.84,0.04,37.2,Normal,NORMAL,0
2025-06-21T12:00,24.0,74,18.3,0.0,848.6,-46.6,0,Kullu Valley,31.9579,77.1095,1279,34.76,251.54,-1.89,37.2,Normal,NORMAL,0
2025-06-21T13:00,23.9,68,51.7,14.58,3608.2,-17.5,0,Kullu Valley,31.9579,77.1095,1279,59.55,217.86,-8.02,36.7,Severe Thunderstorm,WATCH,63
2025-06-21T14:00,26.5,73,15.0,0.0,1137.2,-71.3,0,Kullu Valley,31.9579,77.1095,1279,34.98,279.23,-2.53,37.2,Normal,NORMAL,0
2025-06-21T15:00,22.7,68,18.7,0.0,1014.8,-136.5,0,Kullu Valley,31.9579,77.1095,1279,33.7,261.06,-2.26,36.7,Normal,NORMAL,0
2025-06-21T16:00,24.5,71,17.9,0.0,1383.2,-26.9,0,Kullu Valley,31.9579,77.1095,1279,34.36,276.03,-3.07,37.0,Normal,NORMAL,0
2025-06-21T17:00,24.1,75,10.6,0.57,780.0,-66.4,0,Kullu Valley,31.9579,77.1095,1279,35.02,251.35,-1.73,37.4,Normal,NORMAL,0
2025-06-21T18:00,24.5,76,16.7,0.71,478.4,-37.0,0,Kullu Valley,31.9579,77.1095,1279,35.18,245.21,-0.02,37.5,Normal,NORMAL,0
2025-06-21T19:00,21.7,74,23.8,0.0,1252.2,-129.4,0,Kullu Valley,31.9579,77.1095,1279,34.55,245.54,-2.78,37.3,Normal,NORMAL,0
2025-06-21T20:00,19.8,69,77.5,26.8,3367.9,-40.5,1,Kullu Valley,31.9579,77.1095,1279,59.52,233.53,-7.48,36.7,Severe Thunderstorm,WATCH,59
2025-06-21T21:00,21.2,90,12.5,0.36,718.5,-103.3,0,Kullu Valley,31.9579,77.1095,1279,36.76,257.2,-1.6,38.9,Normal,NORMAL,0
2025-06-21T22:00,20.4,87,17.6,0.0,442.3,-140.3,0,Kullu Valley,31.9579,77.1095,1279,36.2,268.72,-0.24,38.5,Normal,NORMAL,0
2025-06-21T23:00,21.0,84,13.9,0.0,268.9,-83.7,0,Kullu Valley,31.9579,77.1095,1279,35.93,272.84,-0.19,38.2,Normal,NORMAL,0
2025-06-22T00:00,17.0,80,77.3,30.5,2538.4,-23.8,1,Kullu Valley,31.9579,77.1095,1279,45.03,219.53,-5.64,37.7,Severe Thunderstorm,WARNING,47
2025-06-22T01:00,19.4,84,27.8,0.0,603.1,-38.8,0,Kullu Valley,31.9579,77.1095,1279,35.58,247.6,-1.34,38.1,Normal,NORMAL,0
2025-06-22T02:00,20.5,83,5.4,0.0,1118.6,-137.6,0,Kullu Valley,31.9579,77.1095,1279,35.59,273.24,-2.49,38.1,Normal,NORMAL,0
2025-06-22T03:00,17.0,90,27.0,0.0,650.9,-157.5,0,Kullu Valley,31.9579,77.1095,1279,36.2,268.29,-1.45,38.8,Normal,NORMAL,0
2025-06-22T04:00,16.1,86,16.9,0.34,585.6,-158.5,0,Kullu Valley,31.9579,77.1095,1279,35.46,250.52,-1.3,38.4,Normal,NORMAL,0
2025-06-22T05:00,17.5,81,6.3,0.63,1383.6,-79.5,0,Kullu Valley,31.9579,77.1095,1279,34.94,266.14,-3.07,37.8,Normal,NORMAL,0
2025-06-22T06:00,18.5,81,5.0,0.0,219.4,-102.8,0,Kullu Valley,31.9579,77.1095,1279,35.1,245.44,-0.12,37.9,Normal,NORMAL,0
2025-06-22T07:00,19.9,86,12.2,0.0,430.3,-111.5,0,Kullu Valley,31.9579,77.1095,1279,36.01,246.88,-0.22,38.4,Normal,NORMAL,0
2025-06-22T08:00,19.4,86,7.1,0.0,994.1,-121.0,0,Kullu Valley,31.9579,77.1095,1279,35.97,253.93,-2.21,38.4,Normal,NORMAL,0
2025-06-22T09:00,22.9,84,7.3,0.0,1335.0,-50.5,0,Kullu Valley,31.9579,77.1095,1279,36.14,253.99,-2.97,38.2,Normal,NORMAL,0
2025-06-22T10:00,20.6,79,8.1,0.0,971.5,-140.6,0,Kullu Valley,31.9579,77.1095,1279,35.1,262.02,-2.16,37.7,Normal,NORMAL,0
2025-06-22T11:00,20.7,73,19.7,0.53,935.7,-94.3,0,Kullu Valley,31.9579,77.1095,1279,34.26,268.9,-2.08,37.2,Normal,NORMAL,0
2025-06-22T12:00,24.8,60,13.9,0.77,498.4,-114.9,0,Kullu Valley,31.9579,77.1095,1279,32.76,276.58,0.3,36.2,Normal,NORMAL,0
2025-06-22T13:00,21.3,73,66.6,15.72,3255.2,-29.2,0,Kullu Valley,31.9579,77.1095,1279,51.91,221.22,-7.23,37.1,Severe Thunderstorm,WARNING,58
2025-06-22T14:00,24.1,71,8.7,0.0,318.4,-100.1,0,Kullu Valley,31.9579,77.1095,1279,34.39,248.35,0.08,37.0,Normal,NORMAL,0
2025-06-22T15:00,28.2,72,19.6,0.0,1210.4,-147.0,0,Kullu Valley,31.9579,77.1095,1279,34.99,247.52,-2.69,37.1,Normal,NORMAL,0
2025-06-22T16:00,24.4,71,14.0,0.0,1000.4,-52.7,0,Kullu Valley,31.9579,77.1095,1279,34.46,262.14,-2.22,37.0,Normal,NORMAL,0
2025-06-22T17:00,22.7,67,22.8,0.63,794.3,-58.5,0,Kullu Valley,31.9579,77.1095,1279,33.5,261.58,-1.77,36.6,Normal,NORMAL,0
2025-06-22T18:00,23.4,75,13.9,0.0,890.9,-73.9,0,Kullu Valley,31.9579,77.1095,1279,34.9,249.43,-1.98,37.4,Normal,NORMAL,0
2025-06-22T19:00,22.7,77,9.0,0.0,1323.0,-128.8,0,Kullu Valley,31.9579,77.1095,1279,35.07,250.32,-2.94,37.5,Normal,NORMAL,0
2025-06-22T20:00,22.1,79,24.0,0.0,1047.3,-158.1,0,Kullu Valley,31.9579,77.1095,1279,35.27,263.27,-2.33,37.7,Normal,NORMAL,0
2025-06-22T21:00,21.8,82,21.6,0.0,1065.2,-110.0,0,Kullu Valley,31.9579,77.1095,1279,35.65,264.78,-2.37,38.0,Normal,NORMAL,0
2025-06-22T22:00,18.8,82,6.8,0.0,248.0,-87.1,0,Kullu Valley,31.9579,77.1095,1279,35.31,265.98,-0.14,38.0,Normal,NORMAL,0
2025-06-22T23:00,21.3,80,8.8,0.0,875.4,-59.0,0,Kullu Valley,31.9579,77.1095,1279,35.3,248.35,-1.95,37.8,Normal,NORMAL,0
2025-06-23T00:00,18.8,83,27.5,0.0,541.2,-120.1,0,Kullu Valley,31.9579,77.1095,1279,35.37,264.87,-1.2,38.0,Normal,NORMAL,0
2025-06-23T01:00,18.8,84,67.1,40.78,2375.5,-9.1,1,Kullu Valley,31.9579,77.1095,1279,53.67,222.48,-5.28,38.2,Flash Flood,WARNING,37
2025-06-23T02:00,16.9,85,66.7,17.69,3707.0,-39.7,0,Kullu Valley,31.9579,77.1095,1279,57.52,233.48,-8.24,38.3,Severe Thunderstorm,WATCH,77
2025-06-23T03:00,19.0,89,17.3,0.07,1062.6,-142.6,0,Kullu Valley,31.9579,77.1095,1279,36.33,260.23,-2.36,38.7,Normal,NORMAL,0
2025-06-23T04:00,17.3,87,18.9,0.0,391.2,-87.7,0,Kullu Valley,31.9579,77.1095,1279,35.85,252.64,-0.25,38.5,Normal,NORMAL,0
2025-06-23T05:00,18.3,92,8.5,0.11,1236.0,-112.4,0,Kullu Valley,31.9579,77.1095,1279,36.71,270.24,-2.75,39.1,Normal,NORMAL,0
2025-06-23T06:00,17.4,92,71.7,15.98,2835.9,-17.4,0,Kullu Valley,31.9579,77.1095,1279,52.34,233.43,-6.3,39.0,Severe Thunderstorm,WATCH,59
2025-06-23T07:00,18.1,82,16.8,0.77,712.6,-102.8,0,Kullu Valley,31.9579,77.1095,1279,35.14,270.69,-1.58,37.9,Normal,NORMAL,0
2025-06-23T08:00,20.9,64,8.2,0.0,381.0,-137.0,0,Kullu Valley,31.9579,77.1095,1279,32.93,277.76,0.21,36.4,Normal,NORMAL,0
2025-06-23T09:00,20.5,83,52.0,30.25,2303.0,-42.7,0,Kullu Valley,31.9579,77.1095,1279,51.88,207.53,-5.12,38.1,Hailstorm,WARNING,39
2025-06-23T10:00,20.9,74,7.1,0.9,579.8,-109.7,0,Kullu Valley,31.9579,77.1095,1279,34.37,260.28,-1.29,37.2,Normal,NORMAL,0
2025-06-23T11:00,22.0,71,36.1,45.29,2972.2,-20.3,1,Kullu Valley,31.9579,77.1095,1279,53.1,210.37,-6.6,37.0,Flash Flood,CRITICAL,50
2025-06-23T12:00,24.3,71,10.0,0.0,345.0,-51.0,0,Kullu Valley,31.9579,77.1095,1279,34.45,256.45,0.07,37.0,Normal,NORMAL,0
2025-06-23T13:00,23.3,70,86.9,33.7,2388.0,-31.4,0,Kullu Valley,31.9579,77.1095,1279,43.73,209.77,-5.31,36.9,Hailstorm,WARNING,70
2025-06-23T14:00,24.2,74,80.0,19.39,2279.8,-46.3,0,Kullu Valley,31.9579,77.1095,1279,43.98,199.83,-5.07,37.2,Hailstorm,WARNING,62
2025-06-23T15:00,24.5,65,61.8,32.12,2477.1,-11.9,1,Kullu Valley,31.9579,77.1095,1279,54.51,231.74,-5.5,36.5,Severe Thunderstorm,WATCH,77
2025-06-23T16:00,22.1,67,44.7,63.99,2822.3,-12.5,1,Kullu Valley,31.9579,77.1095,1279,59.77,217.8,-6.27,36.6,Flash Flood,CRITICAL,53
2025-06-23T17:00,22.3,73,47.0,32.75,2952.2,-19.7,1,Kullu Valley,31.9579,77.1095,1279,61.03,224.77,-6.56,37.2,Flash Flood,CRITICAL,58
2025-06-23T18:00,23.9,76,39.8,35.01,2867.2,-17.0,1,Kullu Valley,31.9579,77.1095,1279,62.24,226.15,-6.37,37.4,Flash Flood,CRITICAL,54
2025-06-23T19:00,21.9,77,54.0,25.82,2888.2,-34.2,1,Kullu Valley,31.9579,77.1095,1279,52.34,234.54,-6.42,37.5,Severe Thunderstorm,WARNING,58
2025-06-23T20:00,23.2,73,63.9,22.89,2640.8,-23.4,0,Kullu Valley,31.9579,77.1095,1279,50.0,219.88,-5.87,37.2,Severe Thunderstorm,WATCH,45
